"URL","Article"
"https://www.donga.com/news/Opinion/article/all/20240819/126591227/2","뉴스1시중은행들이 경쟁하듯 주택담보대출 금리를 인상하고 있다. 지난달 이후 KB국민·신한·하나·우리·NH농협 등 5대 시중은행이 주담대 금리를 올렸거나 올릴 계획인 횟수를 합치면 20차례나 된다. 집값 상승을 억제하고 가계 부채를 관리하려는 금융 당국의 압박에 은행들이 가산금리를 올리는 식으로 대출금리를 높이고 있는 것이다. 대출금리 산정 기준인 시장금리가 내려가는데 대출금리를 억지로 높이려다 보니 가산금리를 계속해서 올리는 상황이 발생하고 있다.KB국민은행은 20일부터 전세자금대출을 포함한 주택담보대출 금리를 최대 0.3%포인트 인상하기로 했다. 지난달 3일 이후 벌써 5번째다. 신한은행도 이르면 21일에 지난달 이후 6번째 주택담보대출 금리 인상에 나선다. 하나은행은 지난달 1일에 이어 22일부터 대출 감면 금리를 다시 축소해 사실상 금리를 높일 계획이다. 우리은행도 지난달 이후 5차례, 농협은 2차례 금리를 높였다. 최근 코픽스, 금융채 금리 등 시장금리가 미국의 기준금리 인하 기대를 반영해 하락하고 있는 것과는 반대의 움직임이다.금리가 내려가는 시기에 대출금리가 오르는 역주행을 초래한 건 사실 정부다. 금융 당국은 지난달 초 은행 부행장들을 소집해 대출을 관리하라고 엄포를 놓고 현장 점검까지 진행했다. 하지만 애초에 집값이 들썩이고 가계대출이 급증한 것은 정부의 일관성 없는 정책 탓이 컸다. 정부는 은행들이 이자장사를 한다며 대출금리 인하를 압박했고, 부동산 경착륙을 막겠다며 저금리 정책대출을 대폭 확대했다. 대출 한도를 조이는 총부채원리금상환비율(DSR) 규제는 미뤘다. 그러더니 이제 와선 금리를 올리라고 은행들을 다그치는 것이다.정부의 오락가락 정책에 따른 대출금리 상승은 서민들의 피해만 키웠다. 예금금리는 계속 내려가는데 대출을 할 때는 시장금리보다 더 높은 이자를 내야 하는 상황이 됐다. 집값과 가계빚을 잡지도 못하고 시장만 왜곡시켰다. 이달 들어 14일까지 보름도 안 돼 5대 은행의 가계대출 잔액은 4조1800억 원이 더 불었다. 공급 확대와 대출 규제 같은 근본 대책은 도외시하고 그때그때 금리에 개입해 해결하려는 땜질식 관치(官治)는 안 하느니만 못하다."
"https://www.donga.com/news/Opinion/article/all/20240819/126591226/2","서울의 상가 밀집 지역에 위치한 한 매장 창문에 ‘임대 문의’라는 현수막이 붙어 있다. 뉴시스직원 없이 일하는 자영업자인 이른바 ‘나 홀로 사장님’이 11개월 연속 줄어든 것으로 나타났다. 통계청에 따르면 지난달 고용원 없는 자영업자는 427만3000명으로 1년 전보다 11만 명 급감했다. 고용원 있는 자영업자는 같은 기간 5만 명 늘었지만 전체 숫자는 나 홀로 사장님의 3분의 1 수준에 불과하다. 나 홀로 사장이 빠른 속도로 줄면서 전체 자영업자도 6개월째 감소세를 보이고 있다.코로나 위기 때 급증했던 나 홀로 사장님이 이처럼 줄어든 건 장사가 잘돼 직원을 새로 뽑았다기보다는 영세 자영업자 상당수가 폐업한 결과로 봐야 한다. 폐업한 소상공인에게 지급하는 일종의 퇴직금인 노란우산공제금이 올 상반기에만 14% 늘어 역대 최대치를 갈아 치운 것만 봐도 짐작할 수 있다. 직원이나 아르바이트생을 내보내고 혼자 근근이 버텨왔던 자영업자들이 끝 모를 고물가와 고금리, 내수 침체 속에 무더기로 쓰러진 것이다.문제는 내수가 좀처럼 부진을 면치 못하면서 한계선상에 놓인 자영업자의 줄폐업이 가속화할 수 있다는 점이다. 소상공인시장진흥공단에 따르면 소상공인이 내다본 체감 경기는 이달까지 넉 달 연속 하락해 코로나 위기 때보다 악화됐다. 특히 빚에 짓눌린 영세 자영업자 가운데 폐업이 속출할 가능성이 높다. 여러 금융회사에서 돈을 빌린 다중 채무자이면서 저소득·저신용 상태인 자영업자의 연체율은 이미 10%를 넘어섰다. 여기에다 최근 배달앱 수수료 인상과 티몬·위메프 미정산 사태까지 겹쳐 한계 상황에 내몰리는 자영업자가 늘고 있다.혼자 운영하던 가게를 접은 뒤에도 자영업자들의 고통은 계속되고 있어 우려가 크다. 폐업 후 다른 일자리를 찾지 못해 실업자가 된 자영업자가 상반기 월평균 2만6000명으로 1년 전보다 23% 급증했다. 아예 구직 활동을 포기한 자영업자도 상당수다. 서민 경제의 주축인 자영업자들이 빈곤층으로 전락할 위기에 처했다는 뜻이다. 자영업자들이 출구 없는 터널을 벗어날 수 있도록 밑바닥 경기를 살리는 것이 시급하다. 아울러 경쟁력 없는 자영업자가 문을 닫더라도 거리로 내몰리지 않고, 월급 받으면서 생계를 이어갈 수 있도록 일자리를 늘리는 정책을 적극 시행해야 한다."
"https://www.donga.com/news/Opinion/article/all/20240819/126591225/2","크게보기한동훈 국민의힘 대표가 19일 오전 서울 여의도 중앙당사에서 열린 최고위원회의에 참석하고 있다.(왼쪽 사진) 이재명 더불어민주당 대표가 19일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석하고 있다. 뉴시스·뉴스1한동훈 국민의힘 대표와 이재명 더불어민주당 대표가 25일 만난다. 이 대표가 그제 당 대표 연임 확정 직후 윤석열 대통령과의 영수회담, 한 대표와의 대표회담을 각각 제안한 데 대해 한 대표가 적극 호응하면서 어제 양당 실무협의에서 신속한 일정 합의를 이뤘다. 다만 대통령실은 이 대표의 영수회담 제안에 대해 “국회 정상화와 여야 간 합의가 먼저”라며 유보적 반응을 보였다.국민의힘에 이어 민주당이 전당대회를 통해 당 지도부 구성을 마친 만큼 그 첫걸음으로 대화를 통한 정치의 복원에 나서는 것은 당연한 순서일 것이다. 사실 그간의 대치 정국도 4·10총선 이후 양당이 각자 내부 문제에 집중하느라 여야 관계를 뒷전으로 밀어두면서 빚어진 측면이 크다. 여도 야도 집안 정비를 마치고 본격 민심 경쟁에 나서는 지금이야말로 한 대표와 이 대표가 민생을 화두로 정국을 풀어나가는 역량을 보여줄 기회다.하지만 대표회담 결과에 대한 전망이 밝지 않은 게 사실이다. 당장 이 대표가 우선적 의제로 제시한 해병대 채 상병 특검법과 전 국민 25만 원 지원법을 두고 양당은 벌써 신경전에 들어갔다. 과연 무수한 논란을 뒤로하고 타협안이 마련될지 미지수다. 나아가 한 대표가 대통령의 뜻과 다른 결정을 할 처지도 아닌 데다 윤 대통령과는 여전히 긴장 관계에 있는 분위기여서 여야 간에 어느 정도 의견 접근이 이뤄진다 해도 대표회담은 더 큰 대화를 위한 징검다리에 그칠 가능성이 크다.결국 여야가 정치를 복원하고 협치의 토대를 마련할 수 있는 대화는 각각 정부와 국회 권력을 쥔 윤 대통령과 이 대표 간 영수회담일 것이다. 두 사람은 4월 총선 후 한 차례 처음으로 만났다. 회담 이틀 뒤엔 여야 합의로 이태원 참사 특별법을 통과시키기도 했다. 하지만 그것이 전부였다. 이후 거야의 입법 독주에 대통령이 조건반사적 거부권 행사로 맞서는 악순환이 반복됐고, 급기야 갈라진 광복절과 막말 논란까지 갈등의 골은 더없이 깊어졌다.이처럼 꽉 막힌 상황에서 윤 대통령과 이 대표가 다시 만난다고 해서 쉽게 성과를 내기는 어려울 것이다. 물론 다시 만나는 것 자체도 쉽지 않을 수 있다. 그렇다고 안 만날 수는 없다. 거대 야당의 협조 없이 대통령의 원활한 국정 운영도, 정부의 동의 없이 야당의 어떤 의제 추진도 불가능하다. 국정의 포기, 정치의 포기가 아니라면 만나야 한다. 만나 싸우더라도 먼저 얼굴을 맞대야 한다."
"https://www.donga.com/news/Opinion/article/all/20240818/126574050/2","국회 교육위원회 문정복 더불어민주당 간사와 강선우 의원, 조정훈 국민의힘 간사와 김미애 의원이 16일 오후 서울 여의도 국회에서 열린 ‘의대 정원 증원에 따른 의과대학 교육 점검 연석 청문회’ 정회 후 의과대학 정원 배정심사위원회 회의록 폐기와 관련 오석환 교육부 차관, 심민철 인재정책기획관과 대화하고 있다. 2024.8.16/뉴스116일 열린 국회 교육위원회와 보건복지위원회의 ‘의대 교육 점검 청문회’에서 교육부가 의대 정원 배정위원회 회의 자료를 폐기했다고 밝혔다. 내년부터 늘어나는 의대 정원 2000명은 3월 세 차례 열린 배정위를 통해 지역 의대 40곳에 배정됐다. 그런데 교육부는 회의록을 작성하지 않았고, 회의 참고 자료와 회의 내용을 수기한 수첩도 모두 폐기했다고 했다. 이날 교육부는 1∼3차 회의 결과를 각각 4쪽씩 요약한 자료만 국회에 제출했다.의대 증원처럼 사회적으로 파장이 크고 중차대한 정책을 추진하면서 논란이 일까 봐 일절 자료를 남기지 않았다는 교육부의 설명은 액면 그대로 믿기 어렵다. 논란이 예상되는 정책일수록 회의록과 회의 자료를 남겼어야 이치에 맞지 않나. 교육부는 의대 증원에 반발한 전공의가 병원을 떠난 지 한 달 만인 3월 15∼18일 배정위를 열었다. 5시간 30분이 소요된 단 세 차례 회의에서 1000쪽에 달하는 의대 증원 신청서를 검토하고 정원 배정을 확정지었다. 합리적인 기준으로 의대 정원이 배정됐다면 ‘깜깜이 심사’를 하고 회의 자료까지 폐기할 이유가 없다.이주호 부총리 겸 교육부 장관은 “혹시 자료가 유출돼 갈등을 더 촉발할 수 있지 않을까 하는 실무진의 우려가 컸다”고 했다. 사실상 합리적인 배정 논의가 없었음을 자인한 셈 아닌가. 더욱이 의대 증원은 이해 관계가 첨예해 과거 여러 차례 철회를 반복했던 정책이다. 이런 민감한 정책을 추진하면서 실무진이 회의록 작성을 하기는커녕 손으로 기록한 수첩까지 파쇄했다니 납득할 수 없는 일이다. 결국 뭔가를 감추려한 것 아닌지 의심이 들지 않을 수 없다.정부는 필수의료와 지역의료의 의사 공백을 해소하기 위해 의대 증원이라는 정책적 판단을 내린 것이라고 했다. 하지만 회의록조차 남기길 꺼리며 밀실에서 의대 증원 배정까지 밀어붙인 결과는 6개월이 넘도록 이어지는 의정 갈등과 의료 파행이다. 그 여파로 필수의료, 지역의료부터 무너지면서 의대 증원의 정당성과 필요성까지 흔들리는 상황이 초래됐다. 갑작스러운 숫자인 의대 증원 2000명이 어떻게 결정되고 배정됐는지, 그 비합리적인 과정을 추궁당할까 봐 회의 자료 폐기를 지시한 것은 아닌지 반드시 진상을 밝히고 응당 책임도 물어야 할 것이다."
"https://www.donga.com/news/Opinion/article/all/20240818/126574048/2","2023년도 예결산…
野, 기자간담회 개최더불어민주당 진성준 정책위의장과 국회 예산결산특별위원회 민주당 간사로 내정된 허영 의원(오른쪽)이 16일 서울 여의도 국회에서 기자간담회를 하고 있다. 민주당은 이날 국회 예결위 차원의 ‘재정 파탄 청문회’ 추진을 검토하겠다고 밝혔다. 뉴스1정부가 지난해 역대 최대 규모의 ‘세수 펑크’를 메우는 과정에서 우체국보험 적립금에서 2500억 원을 빌려 쓴 것으로 나타났다. 지난해 정보통신진흥기금의 수입이 부족해지자 우체국보험 적립금에서 연 4.04%의 이자로 2500억 원을 차입한 것이다. 이달 말부터 진행되는 국회의 ‘2023 회계연도 결산안 심사’를 앞두고 더불어민주당은 이 같은 내용들을 지적했다.정부는 우체국보험특별회계법상 국가가 보험 적립금을 통해 대출받는 게 불가능하지 않다고 설명하지만, 민주당은 예산총칙에 차입 가능 출처로 명시돼 있지 않아 ‘위법 차입’이라고 주장하고 있다. 우체국보험 적립금은 보험 가입자가 낸 보험료와 적립금 운용 수익으로 조성된다. 법적 문제를 차치하더라도 정부가 민간 재원에 가까운 우체국보험 적립금을 변칙 활용했다는 논란은 피할 수 없게 됐다.정부가 국채 발행을 통한 추가경정예산 편성 없이 ‘꼼수’를 동원해 세수 결손에 대응하는 일이 반복되고 있다. 지난해 환율 급변동에 대응하기 위해 쌓아둔 외국환평형기금 중 20조 원을 세수 펑크를 메우는 데 끌어 썼다. 올 상반기엔 한국은행에서 빌려 쓴 급전이 91조 원이 넘는다. 한은 대출은 정부가 일시적 자금 부족을 메울 때 활용하는 임시 수단인데, 세수 펑크가 본격화된 지난해부터 상시적인 자금 조달 창구로 변질된 모습이다.나랏빚이 1100조 원을 돌파하고 연간 국채 이자로만 25조 원가량을 쓰는 상황에서 적자 국채 발행을 피하려는 고육지책들이겠지만, 정상적인 재정 운용으로 보기 힘들다. 올해도 상반기 세수 부족분이 벌써 10조 원에 달해 작년에 이어 2년 연속 대규모 세수 펑크가 확실시된다. 변칙과 편법으로 세수 구멍을 메우는 건 지속 가능하지도 않고 재정 리스크만 키울 뿐이다."
"https://www.donga.com/news/Opinion/article/all/20240818/126574046/2","더불어민주당 이재명 신임 당 대표가 18일 서울 송파구 올림픽체조경기장에서 열린 제1차 전국당원대회에서 당대표로 선출된 뒤 당기를 흔들고 있다. 박형기 기자 oneshot@donga.com이재명 더불어민주당 대표가 어제 전당대회에서 다시 당 대표에 올랐다. 민주당계 정당에서 대표 연임은 여당 총재를 겸직했던 김대중 전 대통령 이래 24년 만이다. 이 대표는 최종 득표율 85.40%를 얻어 김두관 후보(12.12%)를 압도적인 표차로 꺾었다. 2022년 전당대회에서 자신이 기록한 역대 민주당계 정당 경선 사상 최고 득표율(77.7%)을 경신한 것이다. 최고위원에는 김민석 전현희 김병주 한준호 이언주 의원 등 친명(친이재명)계가 포진했다.이 대표의 압도적 득표율이 말해주듯 이번 대표 경선은 민주당 안에 과연 이 대표 비토 세력이 얼마나 있는지 알아보는 선거였다고 해도 무리가 아닐 것이다. 전당대회는 ‘어대명’(어차피 대표는 이재명), ‘구대명’(90% 지지율 대표는 이재명) 기류 속에 반전 없는 뻔한 결말로 끝났다. 지난 총선에서 비명(비이재명)계의 대거 공천 탈락으로 드러난 ‘이재명의 힘’을 다시 확인하는 통과의례였을 뿐이다. 과거의 총재, 제왕적 당 대표 시절보다 심한 ‘이재명 일극 체제’가 되는 것 아니냐는 우려도 무리는 아닐 것이다.최고위원 경선은 ‘친명 마케팅’ 경연장이었다. 최고위원 후보들은 너도나도 낯 뜨거운 ‘명비어천가’를 부르는가 하면 이 대표 지지 세력의 비위를 맞추려는 듯 강경한 대여 투쟁을 외쳤다. 선거 초반 고전하던 후보가 이 대표의 지원 아래 1위로 올라서고, 당선이 유력하던 후보가 이른바 ‘명팔이 척결’을 외친 뒤 역풍을 맞아 탈락하는가 하면, 당선권 밖에 있던 후보가 극단적인 막말을 한 뒤 순위가 급등하면서 당선되기도 했다. 그러니 전당대회가 ‘개딸들의 놀이터’가 됐다는 자조가 나올 수밖에 없다.민주당은 늘 치열한 내부 노선 투쟁으로 시끄러웠지만 그 다양성과 민주성은 개혁을 위한 원동력이자 당의 자부심이었다. 그런데 당헌·당규까지 고쳐가며 이 대표에게 지방선거 공천권 행사가 가능하게 만들고 이 대표의 정책 구호 ‘기본사회’를 당 강령 전문에 명시한 것은 개인을 위한 ‘사당화’라는 비판을 피하기 어렵다. 이번 전당대회가 흥행은커녕 당원의 참여율마저 저조한 맥 빠진 집안 행사가 된 것도 그와 무관치 않을 것이다. 당내 압도적 지지 속에서 출범하는 ‘이재명 2기’의 숙제도 바로 여기에 있다.이 대표는 “민주당을 확실한 수권정당으로, 유능한 민생정당으로, 듬직한 국민정당으로 만들겠다”고 했다. 국회 권력을 쥔 거대 야당의 수장으로서 내부 목소리마저 평정한 이 대표다. 이제 수권 능력을 보여줘야 하는 새로운 시험대에 섰다. 그간 강성 지지층의 결집이 그의 든든한 버팀목이었다면 이제부턴 외연을 어떻게 넓힐지가 관건이다. 목소리 큰 지지층보다 다수 국민의 낮은 목소리, 민심의 절박한 한숨 소리에 먼저 귀 기울여야 한다. 그래야 투쟁이 아닌 민생을 우선시해야 한다고 지지층을 설득할 단단한 힘도 생긴다."
"https://www.donga.com/news/Opinion/article/all/20240819/126591225/2","크게보기한동훈 국민의힘 대표가 19일 오전 서울 여의도 중앙당사에서 열린 최고위원회의에 참석하고 있다.(왼쪽 사진) 이재명 더불어민주당 대표가 19일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석하고 있다. 뉴시스·뉴스1한동훈 국민의힘 대표와 이재명 더불어민주당 대표가 25일 만난다. 이 대표가 그제 당 대표 연임 확정 직후 윤석열 대통령과의 영수회담, 한 대표와의 대표회담을 각각 제안한 데 대해 한 대표가 적극 호응하면서 어제 양당 실무협의에서 신속한 일정 합의를 이뤘다. 다만 대통령실은 이 대표의 영수회담 제안에 대해 “국회 정상화와 여야 간 합의가 먼저”라며 유보적 반응을 보였다.국민의힘에 이어 민주당이 전당대회를 통해 당 지도부 구성을 마친 만큼 그 첫걸음으로 대화를 통한 정치의 복원에 나서는 것은 당연한 순서일 것이다. 사실 그간의 대치 정국도 4·10총선 이후 양당이 각자 내부 문제에 집중하느라 여야 관계를 뒷전으로 밀어두면서 빚어진 측면이 크다. 여도 야도 집안 정비를 마치고 본격 민심 경쟁에 나서는 지금이야말로 한 대표와 이 대표가 민생을 화두로 정국을 풀어나가는 역량을 보여줄 기회다.하지만 대표회담 결과에 대한 전망이 밝지 않은 게 사실이다. 당장 이 대표가 우선적 의제로 제시한 해병대 채 상병 특검법과 전 국민 25만 원 지원법을 두고 양당은 벌써 신경전에 들어갔다. 과연 무수한 논란을 뒤로하고 타협안이 마련될지 미지수다. 나아가 한 대표가 대통령의 뜻과 다른 결정을 할 처지도 아닌 데다 윤 대통령과는 여전히 긴장 관계에 있는 분위기여서 여야 간에 어느 정도 의견 접근이 이뤄진다 해도 대표회담은 더 큰 대화를 위한 징검다리에 그칠 가능성이 크다.결국 여야가 정치를 복원하고 협치의 토대를 마련할 수 있는 대화는 각각 정부와 국회 권력을 쥔 윤 대통령과 이 대표 간 영수회담일 것이다. 두 사람은 4월 총선 후 한 차례 처음으로 만났다. 회담 이틀 뒤엔 여야 합의로 이태원 참사 특별법을 통과시키기도 했다. 하지만 그것이 전부였다. 이후 거야의 입법 독주에 대통령이 조건반사적 거부권 행사로 맞서는 악순환이 반복됐고, 급기야 갈라진 광복절과 막말 논란까지 갈등의 골은 더없이 깊어졌다.이처럼 꽉 막힌 상황에서 윤 대통령과 이 대표가 다시 만난다고 해서 쉽게 성과를 내기는 어려울 것이다. 물론 다시 만나는 것 자체도 쉽지 않을 수 있다. 그렇다고 안 만날 수는 없다. 거대 야당의 협조 없이 대통령의 원활한 국정 운영도, 정부의 동의 없이 야당의 어떤 의제 추진도 불가능하다. 국정의 포기, 정치의 포기가 아니라면 만나야 한다. 만나 싸우더라도 먼저 얼굴을 맞대야 한다."
"https://www.donga.com/news/Opinion/article/all/20240819/126591226/2","서울의 상가 밀집 지역에 위치한 한 매장 창문에 ‘임대 문의’라는 현수막이 붙어 있다. 뉴시스직원 없이 일하는 자영업자인 이른바 ‘나 홀로 사장님’이 11개월 연속 줄어든 것으로 나타났다. 통계청에 따르면 지난달 고용원 없는 자영업자는 427만3000명으로 1년 전보다 11만 명 급감했다. 고용원 있는 자영업자는 같은 기간 5만 명 늘었지만 전체 숫자는 나 홀로 사장님의 3분의 1 수준에 불과하다. 나 홀로 사장이 빠른 속도로 줄면서 전체 자영업자도 6개월째 감소세를 보이고 있다.코로나 위기 때 급증했던 나 홀로 사장님이 이처럼 줄어든 건 장사가 잘돼 직원을 새로 뽑았다기보다는 영세 자영업자 상당수가 폐업한 결과로 봐야 한다. 폐업한 소상공인에게 지급하는 일종의 퇴직금인 노란우산공제금이 올 상반기에만 14% 늘어 역대 최대치를 갈아 치운 것만 봐도 짐작할 수 있다. 직원이나 아르바이트생을 내보내고 혼자 근근이 버텨왔던 자영업자들이 끝 모를 고물가와 고금리, 내수 침체 속에 무더기로 쓰러진 것이다.문제는 내수가 좀처럼 부진을 면치 못하면서 한계선상에 놓인 자영업자의 줄폐업이 가속화할 수 있다는 점이다. 소상공인시장진흥공단에 따르면 소상공인이 내다본 체감 경기는 이달까지 넉 달 연속 하락해 코로나 위기 때보다 악화됐다. 특히 빚에 짓눌린 영세 자영업자 가운데 폐업이 속출할 가능성이 높다. 여러 금융회사에서 돈을 빌린 다중 채무자이면서 저소득·저신용 상태인 자영업자의 연체율은 이미 10%를 넘어섰다. 여기에다 최근 배달앱 수수료 인상과 티몬·위메프 미정산 사태까지 겹쳐 한계 상황에 내몰리는 자영업자가 늘고 있다.혼자 운영하던 가게를 접은 뒤에도 자영업자들의 고통은 계속되고 있어 우려가 크다. 폐업 후 다른 일자리를 찾지 못해 실업자가 된 자영업자가 상반기 월평균 2만6000명으로 1년 전보다 23% 급증했다. 아예 구직 활동을 포기한 자영업자도 상당수다. 서민 경제의 주축인 자영업자들이 빈곤층으로 전락할 위기에 처했다는 뜻이다. 자영업자들이 출구 없는 터널을 벗어날 수 있도록 밑바닥 경기를 살리는 것이 시급하다. 아울러 경쟁력 없는 자영업자가 문을 닫더라도 거리로 내몰리지 않고, 월급 받으면서 생계를 이어갈 수 있도록 일자리를 늘리는 정책을 적극 시행해야 한다."
"https://www.donga.com/news/Opinion/article/all/20240818/126574046/2","더불어민주당 이재명 신임 당 대표가 18일 서울 송파구 올림픽체조경기장에서 열린 제1차 전국당원대회에서 당대표로 선출된 뒤 당기를 흔들고 있다. 박형기 기자 oneshot@donga.com이재명 더불어민주당 대표가 어제 전당대회에서 다시 당 대표에 올랐다. 민주당계 정당에서 대표 연임은 여당 총재를 겸직했던 김대중 전 대통령 이래 24년 만이다. 이 대표는 최종 득표율 85.40%를 얻어 김두관 후보(12.12%)를 압도적인 표차로 꺾었다. 2022년 전당대회에서 자신이 기록한 역대 민주당계 정당 경선 사상 최고 득표율(77.7%)을 경신한 것이다. 최고위원에는 김민석 전현희 김병주 한준호 이언주 의원 등 친명(친이재명)계가 포진했다.이 대표의 압도적 득표율이 말해주듯 이번 대표 경선은 민주당 안에 과연 이 대표 비토 세력이 얼마나 있는지 알아보는 선거였다고 해도 무리가 아닐 것이다. 전당대회는 ‘어대명’(어차피 대표는 이재명), ‘구대명’(90% 지지율 대표는 이재명) 기류 속에 반전 없는 뻔한 결말로 끝났다. 지난 총선에서 비명(비이재명)계의 대거 공천 탈락으로 드러난 ‘이재명의 힘’을 다시 확인하는 통과의례였을 뿐이다. 과거의 총재, 제왕적 당 대표 시절보다 심한 ‘이재명 일극 체제’가 되는 것 아니냐는 우려도 무리는 아닐 것이다.최고위원 경선은 ‘친명 마케팅’ 경연장이었다. 최고위원 후보들은 너도나도 낯 뜨거운 ‘명비어천가’를 부르는가 하면 이 대표 지지 세력의 비위를 맞추려는 듯 강경한 대여 투쟁을 외쳤다. 선거 초반 고전하던 후보가 이 대표의 지원 아래 1위로 올라서고, 당선이 유력하던 후보가 이른바 ‘명팔이 척결’을 외친 뒤 역풍을 맞아 탈락하는가 하면, 당선권 밖에 있던 후보가 극단적인 막말을 한 뒤 순위가 급등하면서 당선되기도 했다. 그러니 전당대회가 ‘개딸들의 놀이터’가 됐다는 자조가 나올 수밖에 없다.민주당은 늘 치열한 내부 노선 투쟁으로 시끄러웠지만 그 다양성과 민주성은 개혁을 위한 원동력이자 당의 자부심이었다. 그런데 당헌·당규까지 고쳐가며 이 대표에게 지방선거 공천권 행사가 가능하게 만들고 이 대표의 정책 구호 ‘기본사회’를 당 강령 전문에 명시한 것은 개인을 위한 ‘사당화’라는 비판을 피하기 어렵다. 이번 전당대회가 흥행은커녕 당원의 참여율마저 저조한 맥 빠진 집안 행사가 된 것도 그와 무관치 않을 것이다. 당내 압도적 지지 속에서 출범하는 ‘이재명 2기’의 숙제도 바로 여기에 있다.이 대표는 “민주당을 확실한 수권정당으로, 유능한 민생정당으로, 듬직한 국민정당으로 만들겠다”고 했다. 국회 권력을 쥔 거대 야당의 수장으로서 내부 목소리마저 평정한 이 대표다. 이제 수권 능력을 보여줘야 하는 새로운 시험대에 섰다. 그간 강성 지지층의 결집이 그의 든든한 버팀목이었다면 이제부턴 외연을 어떻게 넓힐지가 관건이다. 목소리 큰 지지층보다 다수 국민의 낮은 목소리, 민심의 절박한 한숨 소리에 먼저 귀 기울여야 한다. 그래야 투쟁이 아닌 민생을 우선시해야 한다고 지지층을 설득할 단단한 힘도 생긴다."
"https://www.donga.com/news/Opinion/article/all/20240818/126574048/2","2023년도 예결산…
野, 기자간담회 개최더불어민주당 진성준 정책위의장과 국회 예산결산특별위원회 민주당 간사로 내정된 허영 의원(오른쪽)이 16일 서울 여의도 국회에서 기자간담회를 하고 있다. 민주당은 이날 국회 예결위 차원의 ‘재정 파탄 청문회’ 추진을 검토하겠다고 밝혔다. 뉴스1정부가 지난해 역대 최대 규모의 ‘세수 펑크’를 메우는 과정에서 우체국보험 적립금에서 2500억 원을 빌려 쓴 것으로 나타났다. 지난해 정보통신진흥기금의 수입이 부족해지자 우체국보험 적립금에서 연 4.04%의 이자로 2500억 원을 차입한 것이다. 이달 말부터 진행되는 국회의 ‘2023 회계연도 결산안 심사’를 앞두고 더불어민주당은 이 같은 내용들을 지적했다.정부는 우체국보험특별회계법상 국가가 보험 적립금을 통해 대출받는 게 불가능하지 않다고 설명하지만, 민주당은 예산총칙에 차입 가능 출처로 명시돼 있지 않아 ‘위법 차입’이라고 주장하고 있다. 우체국보험 적립금은 보험 가입자가 낸 보험료와 적립금 운용 수익으로 조성된다. 법적 문제를 차치하더라도 정부가 민간 재원에 가까운 우체국보험 적립금을 변칙 활용했다는 논란은 피할 수 없게 됐다.정부가 국채 발행을 통한 추가경정예산 편성 없이 ‘꼼수’를 동원해 세수 결손에 대응하는 일이 반복되고 있다. 지난해 환율 급변동에 대응하기 위해 쌓아둔 외국환평형기금 중 20조 원을 세수 펑크를 메우는 데 끌어 썼다. 올 상반기엔 한국은행에서 빌려 쓴 급전이 91조 원이 넘는다. 한은 대출은 정부가 일시적 자금 부족을 메울 때 활용하는 임시 수단인데, 세수 펑크가 본격화된 지난해부터 상시적인 자금 조달 창구로 변질된 모습이다.나랏빚이 1100조 원을 돌파하고 연간 국채 이자로만 25조 원가량을 쓰는 상황에서 적자 국채 발행을 피하려는 고육지책들이겠지만, 정상적인 재정 운용으로 보기 힘들다. 올해도 상반기 세수 부족분이 벌써 10조 원에 달해 작년에 이어 2년 연속 대규모 세수 펑크가 확실시된다. 변칙과 편법으로 세수 구멍을 메우는 건 지속 가능하지도 않고 재정 리스크만 키울 뿐이다."
